Mese,Regione,Classe potenza,Working day,Ora,Prelievo medio Orario Regionale (kWh)
1,Lazio,0<P<=1.5,Giorno feriale,10,0.0946
1,Lazio,0<P<=1.5,Giorno feriale,11,0.0939
1,Lazio,0<P<=1.5,Giorno feriale,12,0.0992
1,Lazio,0<P<=1.5,Giorno feriale,13,0.1018
1,Lazio,0<P<=1.5,Giorno feriale,14,0.0986
1,Lazio,0<P<=1.5,Giorno feriale,15,0.0956
1,Lazio,0<P<=1.5,Giorno feriale,16,0.0984
1,Lazio,0<P<=1.5,Giorno feriale,17,0.1105
1,Lazio,0<P<=1.5,Giorno feriale,18,0.1239
1,Lazio,0<P<=1.5,Giorno feriale,19,0.1279
1,Lazio,0<P<=1.5,Giorno feriale,20,0.1229
1,Lazio,0<P<=1.5,Giorno feriale,21,0.1104
1,Lazio,0<P<=1.5,Giorno feriale,22,0.0968
1,Lazio,0<P<=1.5,Giorno feriale,23,0.0818
1,Lazio,0<P<=1.5,Sabato,0,0.0698
1,Lazio,0<P<=1.5,Sabato,1,0.0619
1,Lazio,0<P<=1.5,Sabato,2,0.055
1,Lazio,0<P<=1.5,Sabato,3,0.0522
1,Lazio,0<P<=1.5,Sabato,4,0.0536
1,Lazio,0<P<=1.5,Sabato,5,0.0559
1,Lazio,0<P<=1.5,Sabato,6,0.0666
1,Lazio,0<P<=1.5,Sabato,7,0.0788
1,Lazio,0<P<=1.5,Sabato,8,0.0924
1,Lazio,0<P<=1.5,Sabato,9,0.1021
1,Lazio,0<P<=1.5,Sabato,10,0.1052
1,Lazio,0<P<=1.5,Sabato,11,0.1023
1,Lazio,0<P<=1.5,Sabato,12,0.107
1,Lazio,0<P<=1.5,Sabato,13,0.1081
1,Lazio,0<P<=1.5,Sabato,14,0.1015
1,Lazio,0<P<=1.5,Sabato,15,0.1
1,Lazio,0<P<=1.5,Sabato,16,0.1019
1,Lazio,0<P<=1.5,Sabato,17,0.1111
1,Lazio,0<P<=1.5,Sabato,18,0.1192
1,Lazio,0<P<=1.5,Sabato,19,0.1256
1,Lazio,0<P<=1.5,Sabato,20,0.1204
1,Lazio,0<P<=1.5,Sabato,21,0.1106
1,Lazio,0<P<=1.5,Sabato,22,0.0993
1,Lazio,0<P<=1.5,Sabato,23,0.0859
1,Lazio,0<P<=1.5,Domenica,0,0.0729
1,Lazio,0<P<=1.5,Domenica,1,0.0648
1,Lazio,0<P<=1.5,Domenica,2,0.0571
1,Lazio,0<P<=1.5,Domenica,3,0.0547
1,Lazio,0<P<=1.5,Domenica,4,0.0539
1,Lazio,0<P<=1.5,Domenica,5,0.0554
1,Lazio,0<P<=1.5,Domenica,6,0.0618
1,Lazio,0<P<=1.5,Domenica,7,0.0753
1,Lazio,0<P<=1.5,Domenica,8,0.0914
1,Lazio,0<P<=1.5,Domenica,9,0.1013
1,Lazio,0<P<=1.5,Domenica,10,0.1092
1,Lazio,0<P<=1.5,Domenica,11,0.1137
1,Lazio,0<P<=1.5,Domenica,12,0.1178
1,Lazio,0<P<=1.5,Domenica,13,0.1136
1,Lazio,0<P<=1.5,Domenica,14,0.1063
1,Lazio,0<P<=1.5,Domenica,15,0.1024
1,Lazio,0<P<=1.5,Domenica,16,0.1057
1,Lazio,0<P<=1.5,Domenica,17,0.1131
1,Lazio,0<P<=1.5,Domenica,18,0.121
1,Lazio,0<P<=1.5,Domenica,19,0.1225
1,Lazio,0<P<=1.5,Domenica,20,0.1175
1,Lazio,0<P<=1.5,Domenica,21,0.1078
1,Lazio,0<P<=1.5,Domenica,22,0.0956
1,Lazio,0<P<=1.5,Domenica,23,0.0804
1,Liguria,0<P<=1.5,Giorno feriale,0,0.0576
1,Liguria,0<P<=1.5,Giorno feriale,1,0.0493
1,Liguria,0<P<=1.5,Giorno feriale,2,0.0467
1,Liguria,0<P<=1.5,Giorno feriale,3,0.0455
1,Liguria,0<P<=1.5,Giorno feriale,4,0.0444
1,Liguria,0<P<=1.5,Giorno feriale,5,0.0488
1,Liguria,0<P<=1.5,Giorno feriale,6,0.0552
1,Liguria,0<P<=1.5,Giorno feriale,7,0.0643
1,Liguria,0<P<=1.5,Giorno feriale,8,0.0697
1,Liguria,0<P<=1.5,Giorno feriale,9,0.0754
1,Liguria,0<P<=1.5,Giorno feriale,10,0.0758
1,Liguria,0<P<=1.5,Giorno feriale,11,0.0772
1,Liguria,0<P<=1.5,Giorno feriale,12,0.0793
1,Liguria,0<P<=1.5,Giorno feriale,13,0.0768
1,Liguria,0<P<=1.5,Giorno feriale,14,0.075
1,Liguria,0<P<=1.5,Giorno feriale,15,0.0737
1,Liguria,0<P<=1.5,Giorno feriale,16,0.0764
1,Liguria,0<P<=1.5,Giorno feriale,17,0.089
1,Liguria,0<P<=1.5,Giorno feriale,18,0.1009
1,Liguria,0<P<=1.5,Giorno feriale,19,0.1067
1,Liguria,0<P<=1.5,Giorno feriale,20,0.105
1,Liguria,0<P<=1.5,Giorno feriale,21,0.0955
1,Liguria,0<P<=1.5,Giorno feriale,22,0.0834
1,Liguria,0<P<=1.5,Giorno feriale,23,0.0725
1,Liguria,0<P<=1.5,Sabato,0,0.0562
1,Liguria,0<P<=1.5,Sabato,1,0.0487
1,Liguria,0<P<=1.5,Sabato,2,0.0466
1,Liguria,0<P<=1.5,Sabato,3,0.0447
1,Liguria,0<P<=1.5,Sabato,4,0.046
1,Liguria,0<P<=1.5,Sabato,5,0.0493
1,Liguria,0<P<=1.5,Sabato,6,0.0525
1,Liguria,0<P<=1.5,Sabato,7,0.0602
1,Liguria,0<P<=1.5,Sabato,8,0.0704
1,Liguria,0<P<=1.5,Sabato,9,0.0775
1,Liguria,0<P<=1.5,Sabato,10,0.0808
1,Liguria,0<P<=1.5,Sabato,11,0.0869
1,Liguria,0<P<=1.5,Sabato,12,0.0882
1,Liguria,0<P<=1.5,Sabato,13,0.0864
1,Liguria,0<P<=1.5,Sabato,14,0.0841
1,Liguria,0<P<=1.5,Sabato,15,0.0829
1,Liguria,0<P<=1.5,Sabato,16,0.0839
1,Liguria,0<P<=1.5,Sabato,17,0.0941
1,Liguria,0<P<=1.5,Sabato,18,0.1025
1,Liguria,0<P<=1.5,Sabato,19,0.1062
1,Liguria,0<P<=1.5,Sabato,20,0.1045
1,Liguria,0<P<=1.5,Sabato,21,0.0949
1,Liguria,0<P<=1.5,Sabato,22,0.0827
1,Liguria,0<P<=1.5,Sabato,23,0.0715
1,Liguria,0<P<=1.5,Domenica,0,0.059
1,Liguria,0<P<=1.5,Domenica,1,0.0515
1,Liguria,0<P<=1.5,Domenica,2,0.0485
1,Liguria,0<P<=1.5,Domenica,3,0.0462
1,Liguria,0<P<=1.5,Domenica,4,0.0457
1,Liguria,0<P<=1.5,Domenica,5,0.0477
1,Liguria,0<P<=1.5,Domenica,6,0.0504
1,Liguria,0<P<=1.5,Domenica,7,0.0575
1,Liguria,0<P<=1.5,Domenica,8,0.0692
1,Liguria,0<P<=1.5,Domenica,9,0.0788
1,Liguria,0<P<=1.5,Domenica,10,0.086
1,Liguria,0<P<=1.5,Domenica,11,0.0915
1,Liguria,0<P<=1.5,Domenica,12,0.0927
1,Liguria,0<P<=1.5,Domenica,13,0.0889
1,Liguria,0<P<=1.5,Domenica,14,0.0859
1,Liguria,0<P<=1.5,Domenica,15,0.0855
1,Liguria,0<P<=1.5,Domenica,16,0.0872
1,Liguria,0<P<=1.5,Domenica,17,0.0946
1,Liguria,0<P<=1.5,Domenica,18,0.1026
1,Liguria,0<P<=1.5,Domenica,19,0.1067
1,Liguria,0<P<=1.5,Domenica,20,0.1025
1,Liguria,0<P<=1.5,Domenica,21,0.0923
1,Liguria,0<P<=1.5,Domenica,22,0.0803
1,Liguria,0<P<=1.5,Domenica,23,0.0685
1,Lombardia,0<P<=1.5,Giorno feriale,0,0.0656
1,Lombardia,0<P<=1.5,Giorno feriale,1,0.0603
1,Lombardia,0<P<=1.5,Giorno feriale,2,0.0573
1,Lombardia,0<P<=1.5,Giorno feriale,3,0.0562
1,Lombardia,0<P<=1.5,Giorno feriale,4,0.0572
1,Lombardia,0<P<=1.5,Giorno feriale,5,0.0613
1,Lombardia,0<P<=1.5,Giorno feriale,6,0.0689
1,Lombardia,0<P<=1.5,Giorno feriale,7,0.0768
1,Lombardia,0<P<=1.5,Giorno feriale,8,0.0765
1,Lombardia,0<P<=1.5,Giorno feriale,9,0.078
1,Lombardia,0<P<=1.5,Giorno feriale,10,0.08
1,Lombardia,0<P<=1.5,Giorno feriale,11,0.0807
1,Lombardia,0<P<=1.5,Giorno feriale,12,0.0835
1,Lombardia,0<P<=1.5,Giorno feriale,13,0.0796
1,Lombardia,0<P<=1.5,Giorno feriale,14,0.0779
1,Lombardia,0<P<=1.5,Giorno feriale,15,0.0782
1,Lombardia,0<P<=1.5,Giorno feriale,16,0.0822
1,Lombardia,0<P<=1.5,Giorno feriale,17,0.098
1,Lombardia,0<P<=1.5,Giorno feriale,18,0.1094
1,Lombardia,0<P<=1.5,Giorno feriale,19,0.1109
1,Lombardia,0<P<=1.5,Giorno feriale,20,0.1066
1,Lombardia,0<P<=1.5,Giorno feriale,21,0.0971
1,Lombardia,0<P<=1.5,Giorno feriale,22,0.0871
1,Lombardia,0<P<=1.5,Giorno feriale,23,0.0762
1,Lombardia,0<P<=1.5,Sabato,0,0.0682
1,Lombardia,0<P<=1.5,Sabato,1,0.0632
1,Lombardia,0<P<=1.5,Sabato,2,0.06
1,Lombardia,0<P<=1.5,Sabato,3,0.0567
1,Lombardia,0<P<=1.5,Sabato,4,0.0568
1,Lombardia,0<P<=1.5,Sabato,5,0.0595
1,Lombardia,0<P<=1.5,Sabato,6,0.0647
1,Lombardia,0<P<=1.5,Sabato,7,0.0723
1,Lombardia,0<P<=1.5,Sabato,8,0.0766
1,Lombardia,0<P<=1.5,Sabato,9,0.0834
1,Lombardia,0<P<=1.5,Sabato,10,0.0859
1,Lombardia,0<P<=1.5,Sabato,11,0.0892
1,Lombardia,0<P<=1.5,Sabato,12,0.0916
1,Lombardia,0<P<=1.5,Sabato,13,0.0891
1,Lombardia,0<P<=1.5,Sabato,14,0.0853
1,Lombardia,0<P<=1.5,Sabato,15,0.0861
1,Lombardia,0<P<=1.5,Sabato,16,0.0902
1,Lombardia,0<P<=1.5,Sabato,17,0.1014
1,Lombardia,0<P<=1.5,Sabato,18,0.1087
1,Lombardia,0<P<=1.5,Sabato,19,0.1099
1,Lombardia,0<P<=1.5,Sabato,20,0.1048
1,Lombardia,0<P<=1.5,Sabato,21,0.0968
1,Lombardia,0<P<=1.5,Sabato,22,0.0894
1,Lombardia,0<P<=1.5,Sabato,23,0.0794
1,Lombardia,0<P<=1.5,Domenica,0,0.071
1,Lombardia,0<P<=1.5,Domenica,1,0.0637
1,Lombardia,0<P<=1.5,Domenica,2,0.0591
1,Lombardia,0<P<=1.5,Domenica,3,0.0574
1,Lombardia,0<P<=1.5,Domenica,4,0.0571
1,Lombardia,0<P<=1.5,Domenica,5,0.0582
1,Lombardia,0<P<=1.5,Domenica,6,0.0638
1,Lombardia,0<P<=1.5,Domenica,7,0.0698
1,Lombardia,0<P<=1.5,Domenica,8,0.0747
1,Lombardia,0<P<=1.5,Domenica,9,0.0822
1,Lombardia,0<P<=1.5,Domenica,10,0.087
1,Lombardia,0<P<=1.5,Domenica,11,0.0897
1,Lombardia,0<P<=1.5,Domenica,12,0.0895
1,Lombardia,0<P<=1.5,Domenica,13,0.085
1,Lombardia,0<P<=1.5,Domenica,14,0.0828
1,Lombardia,0<P<=1.5,Domenica,15,0.082
1,Lombardia,0<P<=1.5,Domenica,16,0.087
1,Lombardia,0<P<=1.5,Domenica,17,0.1013
1,Lombardia,0<P<=1.5,Domenica,18,0.1089
1,Lombardia,0<P<=1.5,Domenica,19,0.1072
1,Lombardia,0<P<=1.5,Domenica,20,0.1026
1,Lombardia,0<P<=1.5,Domenica,21,0.0945
1,Lombardia,0<P<=1.5,Domenica,22,0.0847
1,Lombardia,0<P<=1.5,Domenica,23,0.075
1,Marche,0<P<=1.5,Giorno feriale,0,0.0638
1,Marche,0<P<=1.5,Giorno feriale,1,0.0571
1,Marche,0<P<=1.5,Giorno feriale,2,0.0549
1,Marche,0<P<=1.5,Giorno feriale,3,0.0533
1,Marche,0<P<=1.5,Giorno feriale,4,0.0545
1,Marche,0<P<=1.5,Giorno feriale,5,0.0571
1,Marche,0<P<=1.5,Giorno feriale,6,0.0656
1,Marche,0<P<=1.5,Giorno feriale,7,0.0771
1,Marche,0<P<=1.5,Giorno feriale,8,0.0767
1,Marche,0<P<=1.5,Giorno feriale,9,0.0762
1,Marche,0<P<=1.5,Giorno feriale,10,0.0784
1,Marche,0<P<=1.5,Giorno feriale,11,0.0799
1,Marche,0<P<=1.5,Giorno feriale,12,0.0812
1,Marche,0<P<=1.5,Giorno feriale,13,0.0825
1,Marche,0<P<=1.5,Giorno feriale,14,0.0795
1,Marche,0<P<=1.5,Giorno feriale,15,0.0817
1,Marche,0<P<=1.5,Giorno feriale,16,0.0858
1,Marche,0<P<=1.5,Giorno feriale,17,0.0991
1,Marche,0<P<=1.5,Giorno feriale,18,0.1064
1,Marche,0<P<=1.5,Giorno feriale,19,0.113
1,Marche,0<P<=1.5,Giorno feriale,20,0.1141
1,Marche,0<P<=1.5,Giorno feriale,21,0.1041
1,Marche,0<P<=1.5,Giorno feriale,22,0.093
1,Marche,0<P<=1.5,Giorno feriale,23,0.0761
1,Marche,0<P<=1.5,Sabato,0,0.0656
1,Marche,0<P<=1.5,Sabato,1,0.058
1,Marche,0<P<=1.5,Sabato,2,0.0557
1,Marche,0<P<=1.5,Sabato,3,0.0535
1,Marche,0<P<=1.5,Sabato,4,0.0546
1,Marche,0<P<=1.5,Sabato,5,0.0552
1,Marche,0<P<=1.5,Sabato,6,0.0607
1,Marche,0<P<=1.5,Sabato,7,0.0729
1,Marche,0<P<=1.5,Sabato,8,0.0791
1,Marche,0<P<=1.5,Sabato,9,0.0816
1,Marche,0<P<=1.5,Sabato,10,0.083
1,Marche,0<P<=1.5,Sabato,11,0.0885
1,Marche,0<P<=1.5,Sabato,12,0.0882
1,Marche,0<P<=1.5,Sabato,13,0.0865
1,Marche,0<P<=1.5,Sabato,14,0.0868
1,Marche,0<P<=1.5,Sabato,15,0.0884
1,Marche,0<P<=1.5,Sabato,16,0.0948
1,Marche,0<P<=1.5,Sabato,17,0.1044
1,Marche,0<P<=1.5,Sabato,18,0.1144
1,Marche,0<P<=1.5,Sabato,19,0.1114
1,Marche,0<P<=1.5,Sabato,20,0.1146
1,Marche,0<P<=1.5,Sabato,21,0.1081
1,Marche,0<P<=1.5,Sabato,22,0.097
1,Marche,0<P<=1.5,Sabato,23,0.0828
1,Marche,0<P<=1.5,Domenica,0,0.07
1,Marche,0<P<=1.5,Domenica,1,0.0604
1,Marche,0<P<=1.5,Domenica,2,0.0551
1,Marche,0<P<=1.5,Domenica,3,0.0538
1,Marche,0<P<=1.5,Domenica,4,0.0528
1,Marche,0<P<=1.5,Domenica,5,0.0566
1,Marche,0<P<=1.5,Domenica,6,0.0604
1,Marche,0<P<=1.5,Domenica,7,0.0674
1,Marche,0<P<=1.5,Domenica,8,0.075
1,Marche,0<P<=1.5,Domenica,9,0.0833
1,Marche,0<P<=1.5,Domenica,10,0.0899
1,Marche,0<P<=1.5,Domenica,11,0.0893
1,Marche,0<P<=1.5,Domenica,12,0.0897
1,Marche,0<P<=1.5,Domenica,13,0.0867
1,Marche,0<P<=1.5,Domenica,14,0.088
1,Marche,0<P<=1.5,Domenica,15,0.0907
1,Marche,0<P<=1.5,Domenica,16,0.0942
1,Marche,0<P<=1.5,Domenica,17,0.1048
1,Marche,0<P<=1.5,Domenica,18,0.1077
1,Marche,0<P<=1.5,Domenica,19,0.1089
1,Marche,0<P<=1.5,Domenica,20,0.111
1,Marche,0<P<=1.5,Domenica,21,0.1009
1,Marche,0<P<=1.5,Domenica,22,0.0888
1,Marche,0<P<=1.5,Domenica,23,0.0765
1,Molise,0<P<=1.5,Giorno feriale,0,0.0491
1,Molise,0<P<=1.5,Giorno feriale,1,0.0403
1,Molise,0<P<=1.5,Giorno feriale,2,0.0383
1,Molise,0<P<=1.5,Giorno feriale,3,0.0359
1,Molise,0<P<=1.5,Giorno feriale,4,0.0359
1,Molise,0<P<=1.5,Giorno feriale,5,0.0425
1,Molise,0<P<=1.5,Giorno feriale,6,0.0508
1,Molise,0<P<=1.5,Giorno feriale,7,0.0651
1,Molise,0<P<=1.5,Giorno feriale,8,0.0632
1,Molise,0<P<=1.5,Giorno feriale,9,0.0641
1,Molise,0<P<=1.5,Giorno feriale,10,0.0631
1,Molise,0<P<=1.5,Giorno feriale,11,0.0638
1,Molise,0<P<=1.5,Giorno feriale,12,0.0707
1,Molise,0<P<=1.5,Giorno feriale,13,0.0696
1,Molise,0<P<=1.5,Giorno feriale,14,0.0627
1,Molise,0<P<=1.5,Giorno feriale,15,0.0629
1,Molise,0<P<=1.5,Giorno feriale,16,0.0622
1,Molise,0<P<=1.5,Giorno feriale,17,0.0699
1,Molise,0<P<=1.5,Giorno feriale,18,0.0777
1,Molise,0<P<=1.5,Giorno feriale,19,0.0829
1,Molise,0<P<=1.5,Giorno feriale,20,0.0839
1,Molise,0<P<=1.5,Giorno feriale,21,0.0771
1,Molise,0<P<=1.5,Giorno feriale,22,0.0717
1,Molise,0<P<=1.5,Giorno feriale,23,0.0583
1,Molise,0<P<=1.5,Sabato,0,0.0408
1,Molise,0<P<=1.5,Sabato,1,0.0378
1,Molise,0<P<=1.5,Sabato,2,0.0372
1,Molise,0<P<=1.5,Sabato,3,0.0328
1,Molise,0<P<=1.5,Sabato,4,0.031
1,Molise,0<P<=1.5,Sabato,5,0.0374
1,Molise,0<P<=1.5,Sabato,6,0.046
1,Molise,0<P<=1.5,Sabato,7,0.0564
1,Molise,0<P<=1.5,Sabato,8,0.0582
1,Molise,0<P<=1.5,Sabato,9,0.0692
1,Molise,0<P<=1.5,Sabato,10,0.0796
1,Molise,0<P<=1.5,Sabato,11,0.077
1,Molise,0<P<=1.5,Sabato,12,0.0772
1,Molise,0<P<=1.5,Sabato,13,0.0744
1,Molise,0<P<=1.5,Sabato,14,0.071
1,Molise,0<P<=1.5,Sabato,15,0.0754
1,Molise,0<P<=1.5,Sabato,16,0.0776
1,Molise,0<P<=1.5,Sabato,17,0.0852
1,Molise,0<P<=1.5,Sabato,18,0.0848
1,Molise,0<P<=1.5,Sabato,19,0.087
1,Molise,0<P<=1.5,Sabato,20,0.0904
1,Molise,0<P<=1.5,Sabato,21,0.0856
1,Molise,0<P<=1.5,Sabato,22,0.0746
1,Molise,0<P<=1.5,Sabato,23,0.0644
1,Molise,0<P<=1.5,Domenica,0,0.051
1,Molise,0<P<=1.5,Domenica,1,0.0456
1,Molise,0<P<=1.5,Domenica,2,0.0416
1,Molise,0<P<=1.5,Domenica,3,0.0354
1,Molise,0<P<=1.5,Domenica,4,0.0333
1,Molise,0<P<=1.5,Domenica,5,0.0369
1,Molise,0<P<=1.5,Domenica,6,0.0401
1,Molise,0<P<=1.5,Domenica,7,0.0503
1,Molise,0<P<=1.5,Domenica,8,0.0633
1,Molise,0<P<=1.5,Domenica,9,0.069
1,Molise,0<P<=1.5,Domenica,10,0.0766
1,Molise,0<P<=1.5,Domenica,11,0.0757
1,Molise,0<P<=1.5,Domenica,12,0.0804
1,Molise,0<P<=1.5,Domenica,13,0.0711
1,Molise,0<P<=1.5,Domenica,14,0.0749
1,Molise,0<P<=1.5,Domenica,15,0.0741
1,Molise,0<P<=1.5,Domenica,16,0.0756
1,Molise,0<P<=1.5,Domenica,17,0.0774
1,Molise,0<P<=1.5,Domenica,18,0.0766
1,Molise,0<P<=1.5,Domenica,19,0.0844
1,Molise,0<P<=1.5,Domenica,20,0.0841
1,Molise,0<P<=1.5,Domenica,21,0.0759
1,Molise,0<P<=1.5,Domenica,22,0.0653
1,Molise,0<P<=1.5,Domenica,23,0.059
1,Piemonte,0<P<=1.5,Giorno feriale,0,0.0574
1,Piemonte,0<P<=1.5,Giorno feriale,1,0.0501
1,Piemonte,0<P<=1.5,Giorno feriale,2,0.0467
1,Piemonte,0<P<=1.5,Giorno feriale,3,0.0455
1,Piemonte,0<P<=1.5,Giorno feriale,4,0.0459
1,Piemonte,0<P<=1.5,Giorno feriale,5,0.052
1,Piemonte,0<P<=1.5,Giorno feriale,6,0.0654
1,Piemonte,0<P<=1.5,Giorno feriale,7,0.0738
1,Piemonte,0<P<=1.5,Giorno feriale,8,0.0733
1,Piemonte,0<P<=1.5,Giorno feriale,9,0.076
1,Piemonte,0<P<=1.5,Giorno feriale,10,0.0729
1,Piemonte,0<P<=1.5,Giorno feriale,11,0.0756
1,Piemonte,0<P<=1.5,Giorno feriale,12,0.0762
1,Piemonte,0<P<=1.5,Giorno feriale,13,0.0742
1,Piemonte,0<P<=1.5,Giorno feriale,14,0.0702
1,Piemonte,0<P<=1.5,Giorno feriale,15,0.0692
1,Piemonte,0<P<=1.5,Giorno feriale,16,0.074
1,Piemonte,0<P<=1.5,Giorno feriale,17,0.0882
1,Piemonte,0<P<=1.5,Giorno feriale,18,0.1021
1,Piemonte,0<P<=1.5,Giorno feriale,19,0.1058
1,Piemonte,0<P<=1.5,Giorno feriale,20,0.1014
1,Piemonte,0<P<=1.5,Giorno feriale,21,0.0905
1,Piemonte,0<P<=1.5,Giorno feriale,22,0.0809
1,Piemonte,0<P<=1.5,Giorno feriale,23,0.0696
1,Piemonte,0<P<=1.5,Sabato,0,0.0586
1,Piemonte,0<P<=1.5,Sabato,1,0.0515
1,Piemonte,0<P<=1.5,Sabato,2,0.0459
1,Piemonte,0<P<=1.5,Sabato,3,0.0456
1,Piemonte,0<P<=1.5,Sabato,4,0.0468
1,Piemonte,0<P<=1.5,Sabato,5,0.0516
1,Piemonte,0<P<=1.5,Sabato,6,0.0602
1,Piemonte,0<P<=1.5,Sabato,7,0.0686
1,Piemonte,0<P<=1.5,Sabato,8,0.0735
1,Piemonte,0<P<=1.5,Sabato,9,0.0796
1,Piemonte,0<P<=1.5,Sabato,10,0.0778
1,Piemonte,0<P<=1.5,Sabato,11,0.082
1,Piemonte,0<P<=1.5,Sabato,12,0.0844
1,Piemonte,0<P<=1.5,Sabato,13,0.0812
1,Piemonte,0<P<=1.5,Sabato,14,0.0799
1,Piemonte,0<P<=1.5,Sabato,15,0.0789
1,Piemonte,0<P<=1.5,Sabato,16,0.0809
1,Piemonte,0<P<=1.5,Sabato,17,0.0925
1,Piemonte,0<P<=1.5,Sabato,18,0.1016
1,Piemonte,0<P<=1.5,Sabato,19,0.1017
1,Piemonte,0<P<=1.5,Sabato,20,0.0971
1,Piemonte,0<P<=1.5,Sabato,21,0.0911
1,Piemonte,0<P<=1.5,Sabato,22,0.082
1,Piemonte,0<P<=1.5,Sabato,23,0.0716
1,Piemonte,0<P<=1.5,Domenica,0,0.0605
1,Piemonte,0<P<=1.5,Domenica,1,0.053
1,Piemonte,0<P<=1.5,Domenica,2,0.0484
1,Piemonte,0<P<=1.5,Domenica,3,0.0469
1,Piemonte,0<P<=1.5,Domenica,4,0.0461
1,Piemonte,0<P<=1.5,Domenica,5,0.0507
1,Piemonte,0<P<=1.5,Domenica,6,0.0588
1,Piemonte,0<P<=1.5,Domenica,7,0.065
1,Piemonte,0<P<=1.5,Domenica,8,0.0705
1,Piemonte,0<P<=1.5,Domenica,9,0.0775
1,Piemonte,0<P<=1.5,Domenica,10,0.0814
1,Piemonte,0<P<=1.5,Domenica,11,0.0855
1,Piemonte,0<P<=1.5,Domenica,12,0.085
1,Piemonte,0<P<=1.5,Domenica,13,0.0843
1,Piemonte,0<P<=1.5,Domenica,14,0.0807
1,Piemonte,0<P<=1.5,Domenica,15,0.0761
1,Piemonte,0<P<=1.5,Domenica,16,0.0805
1,Piemonte,0<P<=1.5,Domenica,17,0.0923
1,Piemonte,0<P<=1.5,Domenica,18,0.1004
1,Piemonte,0<P<=1.5,Domenica,19,0.1027
1,Piemonte,0<P<=1.5,Domenica,20,0.0999
1,Piemonte,0<P<=1.5,Domenica,21,0.0903
1,Piemonte,0<P<=1.5,Domenica,22,0.0797
1,Piemonte,0<P<=1.5,Domenica,23,0.0699
1,Puglia,0<P<=1.5,Giorno feriale,0,0.0738
1,Puglia,0<P<=1.5,Giorno feriale,1,0.0622
1,Puglia,0<P<=1.5,Giorno feriale,2,0.0568
1,Puglia,0<P<=1.5,Giorno feriale,3,0.0551
1,Puglia,0<P<=1.5,Giorno feriale,4,0.0584
1,Puglia,0<P<=1.5,Giorno feriale,5,0.0677
1,Puglia,0<P<=1.5,Giorno feriale,6,0.0863
1,Puglia,0<P<=1.5,Giorno feriale,7,0.1156
1,Puglia,0<P<=1.5,Giorno feriale,8,0.135
1,Puglia,0<P<=1.5,Giorno feriale,9,0.1308
1,Puglia,0<P<=1.5,Giorno feriale,10,0.1232
1,Puglia,0<P<=1.5,Giorno feriale,11,0.1215
1,Puglia,0<P<=1.5,Giorno feriale,12,0.131
1,Puglia,0<P<=1.5,Giorno feriale,13,0.1382
1,Puglia,0<P<=1.5,Giorno feriale,14,0.1349
1,Puglia,0<P<=1.5,Giorno feriale,15,0.1319
1,Puglia,0<P<=1.5,Giorno feriale,16,0.1393
1,Puglia,0<P<=1.5,Giorno feriale,17,0.1549
1,Puglia,0<P<=1.5,Giorno feriale,18,0.1614
1,Puglia,0<P<=1.5,Giorno feriale,19,0.1634
1,Puglia,0<P<=1.5,Giorno feriale,20,0.1619
1,Puglia,0<P<=1.5,Giorno feriale,21,0.1504
1,Puglia,0<P<=1.5,Giorno feriale,22,0.1255
1,Puglia,0<P<=1.5,Giorno feriale,23,0.0965
1,Puglia,0<P<=1.5,Sabato,0,0.0744
1,Puglia,0<P<=1.5,Sabato,1,0.0624
1,Puglia,0<P<=1.5,Sabato,2,0.0573
1,Puglia,0<P<=1.5,Sabato,3,0.0558
1,Puglia,0<P<=1.5,Sabato,4,0.0582
1,Puglia,0<P<=1.5,Sabato,5,0.0677
1,Puglia,0<P<=1.5,Sabato,6,0.0835
1,Puglia,0<P<=1.5,Sabato,7,0.1128
1,Puglia,0<P<=1.5,Sabato,8,0.1363
1,Puglia,0<P<=1.5,Sabato,9,0.1356
1,Puglia,0<P<=1.5,Sabato,10,0.1274
1,Puglia,0<P<=1.5,Sabato,11,0.1283
1,Puglia,0<P<=1.5,Sabato,12,0.1335
1,Puglia,0<P<=1.5,Sabato,13,0.1414
1,Puglia,0<P<=1.5,Sabato,14,0.1383
1,Puglia,0<P<=1.5,Sabato,15,0.1324
1,Puglia,0<P<=1.5,Sabato,16,0.1377
1,Puglia,0<P<=1.5,Sabato,17,0.1515
1,Puglia,0<P<=1.5,Sabato,18,0.1592
1,Puglia,0<P<=1.5,Sabato,19,0.1612
1,Puglia,0<P<=1.5,Sabato,20,0.1591
1,Puglia,0<P<=1.5,Sabato,21,0.1502
1,Puglia,0<P<=1.5,Sabato,22,0.1272
1,Puglia,0<P<=1.5,Sabato,23,0.1007
1,Puglia,0<P<=1.5,Domenica,0,0.0804
1,Puglia,0<P<=1.5,Domenica,1,0.0667
1,Puglia,0<P<=1.5,Domenica,2,0.0593
1,Puglia,0<P<=1.5,Domenica,3,0.0562
1,Puglia,0<P<=1.5,Domenica,4,0.0579
1,Puglia,0<P<=1.5,Domenica,5,0.0642
1,Puglia,0<P<=1.5,Domenica,6,0.0754
1,Puglia,0<P<=1.5,Domenica,7,0.1035
1,Puglia,0<P<=1.5,Domenica,8,0.1345
1,Puglia,0<P<=1.5,Domenica,9,0.1445
1,Puglia,0<P<=1.5,Domenica,10,0.1417
1,Puglia,0<P<=1.5,Domenica,11,0.1407
1,Puglia,0<P<=1.5,Domenica,12,0.1449
